sentence,annotation
The surrounding area of Guadalupe Peak is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The base of Tirich Mir is often a meeting point for climbers and tourists alike .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The ecosystem around Table Mountain is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The forests surrounding Finsteraarhorn are filled with diverse wildlife .,O O O B-MOUNTAIN O O O O O O
Mount Gongga is a popular destination for tourists and hikers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The legend of Slieve Donard tells of lost travelers and hidden caves .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mount Bamba is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Tajumulco Volcano has unique geological features not found anywhere else .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
On clear days the view from Mauna Loa stretches for miles .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The journey to the peak of Glitter Mountain is both difficult and rewarding .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Lochnagar is often referred to as the crown jewel of the region .,B-MOUNTAIN O O O O O O O O O O O O
Mount Nyamulagira has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Many climbers dream of reaching the summit of Mount Ararat .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The forests surrounding Soufrière are filled with diverse wildlife .,O O O B-MOUNTAIN O O O O O O
Mount Whitney has long been a place of pilgrimage for travelers and explorers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The beauty of Mount Meru is matched by the challenges it presents .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The slopes of Toluca are covered with diverse vegetation .,O O O B-MOUNTAIN O O O O O O
The dense forests near Guadalupe Peak add to its allure .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
In winter Maipo Volcano becomes a snowy paradise for skiers and climbers .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The view from Mount Elbrus s summit is worth the difficult journey .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The paths leading up to Cotopaxi are winding and steep .,O O O O O B-MOUNTAIN O O O O O
The journey to Mount Aso requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Lhotse is famous for its challenging climbing routes .,B-MOUNTAIN O O O O O O O O
Mount Aspiring is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Mount Apo is often referred to as the crown jewel of the region .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Katla has long been a place of pilgrimage for travelers and explorers .,B-MOUNTAIN O O O O O O O O O O O O
Mount Cook offers breathtaking views of the surrounding landscapes .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The rivers near Mount Bogong provide fresh water to local communities .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The rugged trails on Mount Ararat attract experienced hikers from around the world .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Surviving the night on Granite Peak requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The sheer size of Mont Blanc is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The flora and fauna on Dufourspitze are unique to its ecosystem .,O O O O O B-MOUNTAIN O O O O O O
People come from around the globe to admire the grandeur of Moldoveanu .,O O O O O O O O O O O B-MOUNTAIN O
On clear days the view from Guadalupe Peak stretches for miles .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The icy winds on Ben Rinnes can be relentless at higher altitudes .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The journey to the peak of Laki is both difficult and rewarding .,O O O O O O B-MOUNTAIN O O O O O O
The path to Table Mountain is filled with both beauty and danger .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mount Cook s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Local communities revere Iztaccíhuatl as a sacred mountain .,O O O B-MOUNTAIN O O O O O
The wildlife near Mont Blanc includes rare species like mountain goats and eagles .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Every step toward the summit of Toluca tests one s willpower .,O O O O O O B-MOUNTAIN O O O O O
The surrounding area of Baldy Mountain is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The clouds often envelop Mount Agung in a blanket of mist .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Tourists flock to Mount Rushmore for its serene and majestic beauty .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The altitude of Mount Rainier challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The Iztaccíhuatl range stretches over a vast area .,O B-MOUNTAIN O O O O O O O
Every year thousands of adventurers visit Mount Fairweather .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
Travelers often share stories of their journey to Mount Canlaon .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Sunrises and sunsets at Mount Athos are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The ecosystem around Mount Kenya is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The highest peak in the Slieve Croob is well known among mountaineers .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The view from Mount Mitchell s summit is worth the difficult journey .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Reaching Doda Betta requires both mental and physical strength .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Neblina Peak is a major landmark and a point of pride for the local community .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Margherita Peak is part of a national park that protects its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
For centuries Mihintale has attracted explorers from around the world .,O O B-MOUNTAIN O O O O O O O O
Lhotse is one of the most beautiful mountains in the world .,B-MOUNTAIN O O O O O O O O O O O
Victoria Peak is a UNESCO World Heritage Site due to its natural beauty .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The ecosystem around Sabinio is home to various rare species .,O O O B-MOUNTAIN O O O O O O O
Legends say that spirits protect the summit of Cotopaxi .,O O O O O O O O B-MOUNTAIN O
Every step toward the summit of Mount Hiei tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The flora and fauna on Soufrière are unique to its ecosystem .,O O O O O B-MOUNTAIN O O O O O O
The forests surrounding Sugar Loaf are filled with diverse wildlife .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The steep cliffs of Mount Karisimbi attract the most daring adventurers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Kamet is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN O O O O O O O O O O O
Ancient civilizations left their mark on the slopes of Moldoveanu .,O O O O O O O O O B-MOUNTAIN O
The paths leading up to Mount Ruapehu are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The sheer size of Mont Blanc is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Every year thousands of adventurers visit Slieve Croob .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
The rivers near Bolívar Peak provide fresh water to local communities .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The mist that surrounds Popa Hill in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The clouds often envelop Gran Paradiso in a blanket of mist .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Legends say that spirits protect the summit of Mount Hood .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Expeditions to Zugspitze are often halted due to adverse weather .,O O B-MOUNTAIN O O O O O O O O
Mount Kosciuszko is part of a national park that protects its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
People come from afar to witness the beauty of Soufrière .,O O O O O O O O O B-MOUNTAIN O
Legends say that spirits protect the summit of Cho Oyu .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Some say the spirits of past climbers still roam Mount Pelion .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The river that flows from Mount Toba provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Sunrises and sunsets at Sassafras Mountain are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Legends say that spirits protect the summit of Mauna Kea .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Travelers often share stories of their journey to Tajumulco Volcano .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Surviving the night on Mount Bogong requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The Kangto range stretches over a vast area .,O B-MOUNTAIN O O O O O O O
Mount Ash Shaʿnabī presents a unique challenge to those who attempt to conquer it .,O O O O O O O O O O O O O O O
The path up Mount Bartle Frere is marked with stunning rock formations .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O
Victoria Peak is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Hiking to Mount Karisimbi s summit can take several days to accomplish .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The summit of Denali can be reached only by the most experienced climbers .,O O O B-MOUNTAIN O O O O O O O O O O
During certain times of the year Mount Hood is covered in beautiful wildflowers .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
On clear days the view from Katla stretches for miles .,O O O O O O B-MOUNTAIN O O O O
Many legends are told about the mysteries of Mount Pelée .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The wildlife near Mount Etna includes rare species like mountain goats and eagles .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Mihintale is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN O O O O O O O O O O O O O
The ecosystem around Kilimanjaro is fragile and needs to be preserved .,O O O B-MOUNTAIN O O O O O O O O
Mount Agou has several trails that vary in difficulty attracting all types of adventurers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The journey to Mount Aso requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Every year thousands of adventurers visit Baldy Mountain .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
During storms Vinson Massif becomes an even more formidable place .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The highest peak in the Ol Doinyo Lengai is well known among mountaineers .,O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
Margherita Peak stands as a symbol of resilience and adventure .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Mount Etna is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Mount al Durūz stands as a symbol of resilience and adventure .,O O O O O O O O O O O O
Sunrises and sunsets at Mount Inthanon are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Sassafras Mountain is a popular destination for tourists and hikers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Tirich Mir has inspired countless works of art and literature .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The peak of Brocken is one of the most beautiful places on Earth .,O O O B-MOUNTAIN O O O O O O O O O O
Maipo Volcano has several trails that vary in difficulty attracting all types of adventurers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The paths leading up to Anai Peak are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Pangaion has several trails that vary in difficulty attracting all types of adventurers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Reaching the peak of Ben Nevis is an unforgettable experience .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Reaching the top of Kamet is an achievement many aspire to .,O O O O B-MOUNTAIN O O O O O O O
Mount Gerizim is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Local communities revere Mount Everest as a sacred mountain .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Jungfrau is a popular destination for tourists and hikers .,B-MOUNTAIN O O O O O O O O O
Reaching the top of Tirich Mir is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many expeditions have been launched to explore the depths of Revolution Peak .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The scenic views around Thabana Ntlenyana attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Every year thousands of adventurers visit Mount Kinabalu .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Mitchell is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Mount Ontake is a popular destination for tourists and hikers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Few places on Earth are as captivating as the Kilimanjaro .,O O O O O O O O O B-MOUNTAIN O
Local communities revere Mount Monadnock as a sacred mountain .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The path up Mount Field is marked with stunning rock formations .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Reaching Mount Frissell requires both mental and physical strength .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Paricutín has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN O O O O O O O O O O O O O O
In winter Laki becomes a snowy paradise for skiers and climbers .,O O B-MOUNTAIN O O O O O O O O O
The landscape around Mount Olympus changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The ecosystem around Nanga Parbat is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The mist that surrounds Soufrière in the mornings adds to its mystique .,O O O O B-MOUNTAIN O O O O O O O O
Hikers near Mount Nyiragongo are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Mount Aragats has long been a place of pilgrimage for travelers and explorers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The icy winds on Mount Ontake can be relentless at higher altitudes .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Kātrīnā is known for its sharp jagged peaks .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mountaineers respect Mount Aragats for the challenges it presents .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O
People come from afar to witness the beauty of Mayon Volcano .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Concepción Volcano is known for its sharp jagged peaks .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The ecosystem around Mount Cameroon is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Xixabangma has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN O O O O O O O O O O O O O O
Mount Athos is home to ancient rock formations that date back millennia .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Every step toward the summit of Mount al Durūz tests one s willpower .,O O O O O O O O O O O O O O
Climbing Mount Elbrus requires a lot of training and preparation .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The rivers near Jungfrau provide fresh water to local communities .,O O O B-MOUNTAIN O O O O O O O
Those who climb Backbone Mountain often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Taranaki is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The legends of Mount Nebo add to its mystique and allure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Every year thousands of adventurers visit Fan Si Peak .,O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
Reaching the top of Mount Cook is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Matterhorn is a major landmark and a point of pride for the local community .,B-MOUNTAIN O O O O O O O O O O O O O O
The climate on Mount Aspiring can change rapidly posing risks to climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
